,2016,0.00
22075,2016,28.29
22077,2016,37.84
22079,2016,42.17
22081,2016,49.10
22083,2016,39.43
22085,2016,42.57
22087,2016,22.51
22089,2016,34.20
22091,2016,38.43
22093,2016,34.92
22095,2016,32.67
22097,2016,38.40
22099,2016,33.16
22101,2016,29.29
22103,2016,35.23
22105,2016,35.23
22107,2016,31.07
22109,2016,30.78
22111,2016,41.90
22113,2016,37.12
22115,2016,41.52
22117,2016,35.87
22119,2016,45.88
22121,2016,37.42
22123,2016,43.13
22125,2016,35.45
22127,2016,38.55
23,2016,45.90
23001,2016,48.04
23003,2016,36.24
23005,2016,37.21
23007,2016,47.97
23009,2016,48.21
23011,2016,51.56
23013,2016,36.54
23015,2016,43.16
23017,2016,41.75
23019,2016,62.07
23021,2016,56.87
23023,2016,41.13
23025,2016,56.51
23027,2016,49.79
23029,2016,46.09
23031,2016,39.85
24001,2016,18.04
24003,2016,16.47
24005,2016,15.99
24009,2016,20.54
24011,2016,17.08
24013,2016,19.80
24015,2016,19.82
24017,2016,21.43
24019,2016,12.44
24021,2016,24.61
24023,2016,22.82
24025,2016,16.04
24027,2016,18.88
24029,2016,14.03
24031,2016,22.01
24033,2016,25.79
24035,2016,14.78
24037,2016,22.43
24039,2016,18.98
24041,2016,14.76
24043,2016,22.21
24045,2016,17.15
24047,2016,11.34
24510,2016,20.43
25,2016,9.56
25001,2016,8.68
25003,2016,12.68
25005,2016,10.22
25007,2016,9.51
25009,2016,8.78
25011,2016,10.11
25013,2016,12.26
25015,2016,11.08
25017,2016,8.67
25019,2016,10.09
25021,2016,8.45
25023,2016,9.22
25025,2016,7.72
25027,2016,11.70
26,2016,24.86
26001,2016,21.47
26003,2016,25.02
26005,2016,36.88
26007,2016,26.35
26009,2016,24.63
26011,2016,21.22
26013,2016,22.68
26015,2016,32.65
26017,2016,26.36
26019,2016,24.84
26021,2016,29.18
26023,2016,25.30
26025,2016,27.92
26027,2016,33.90
26029,2016,23.78
26031,2016,23.86
26033,2016,27.06
26035,2016,25.00
26037,2016,28.18
26039,2016,20.79
26041,2016,28.43
26043,2016,27.97
26045,2016,27.84
26047,2016,24.51
26049,2016,24.50
26051,2016,23.78
26053,2016,23.18
26055,2016,26.17
26057,2016,33.45
26059,2016,28.13
26061,2016,33.91
26063,2016,22.94
26065,2016,25.50
26067,2016,32.09
26069,2016,17.91
26071,2016,25.18
26073,2016,27.25
26075,2016,25.10
26077,2016,27.40
26079,2016,22.72
26081,2016,35.09
26083,2016,24.14
26085,2016,24.06
26087,2016,23.41
26089,2016,23.87
26091,2016,27.12
